P1_ID de la respuesta;"P8_¿Ha leido la Politica de Acceso Abierto; disponible aqui: link?";P11_Sexo;P12_Edad;RANGO ETARIO;P13_Area del conocimiento en la cual se enmarca su quehacer;P14_OCDE;P16_Usted es una:;P17_Pais de residencia;P17_RECAT;"P18_Si su pais de residencia es Chile; por favor indique la region";P18_MACROZONA;P19_Nombre Institucion;P21_Sector al que pertenece la institucion;P22_Sector economico en el que se desempeña la institucion;P23_area del conocimiento en la cual se enmarca su quehacer2;P26_Cargo dentro de la institucion de quien responde;P27_CARGO_RECAT;P29_Respecto del objetivo de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p29_recat;"P30_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?";p30_recat;"P31_En su opinion; ¿hay otros aspectos que deberian incluirse dentro del objetivo general?";"P32_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:";p32_recat;P33_Respecto de los objetivos especificos de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p33_recat;"P35_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?4";p35_recat;"P36_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de los objetivos especificos?";"P37_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:5";p37_recat;P38_Sobre lo anterior:  Indique su nivel de acuerdo o desacuerdo respecto a las dos fases de implementacion que señala la Politica de Acceso Abierto;p38_recat;"P39_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta? ";p39_recat;"P40_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de la implementacion de la Politica de Acceso Abierto?";"P41_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos.";p41_recat;"P42_Por favor; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion:";p42_recat;"P43_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?6";P43_RECAT;"P44_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas en el parrafo?";"P45_Si respondio afirmativamente; por favor; indique cuales deberian ser esos aspectos:";P45_RECAT;"P46_De acuerdo a lo descrito; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion.";P46_RECAT;"P47_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?7";P47_RECAT;"P48_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas para los datos de investigacion?";"P49_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:8";P49_RECAT;"P50_Por favor; señale su nivel de acuerdo o desacuerdo respecto de estas acciones:";P50_RECAT;"P51_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?9";p51_recat;"P52_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las acciones que debe ejecutar la ANID para implementar la Politica de Acceso Abierto?";"P53_Por favor; indique cuales deberian ser esos aspectos:";p53_recat;P54_¿Que otros aspectos usted considera que debiesen ser abordados en la Politica de Acceso Abierto y_o en las acciones para su implementacion?;p54_recat
1615;Si;Hombre;38;ENTRE 31 Y 40;EDUCACION GENERAL;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;No;;;;
1616;Si;Mujer;42;ENTRE 41 Y 50;HISTORIA;HUMANIDADES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Existen conflictos de la propiedad intelectual asociada al financiamiento con recursos publicos; que pone en tension la relaciones con las  revistas; editoriales y el sistema universitario; que esta politica no identifica en su dimension de sistema de desarrollo de la ciencia.";1;Si;Los diversos actores y entidades que se hacen parte del sistema de produccion de la ciencia;1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"La construccion de datos es un proceso central en el desarrollo de la investigacion que permiten fortalecer una linea de trabajo; por ello son procesos asociados a los equipos de investigadores. La ""reutilizacion de informacion o datos""contradice los propios criterios de la etica en la investigacion; asociados a la confidencialidad en el caso de las entrevistas; novedad y rigurosidad en la pesquisa en el caso de fuentes documentales. 
El escrutinio publico no es el objetivo de la ciencia; sino que el conocimiento circule y contribuya al desarrollo de la sociedad y sus territorios. 
Esta politica se distancia de la academia y la forma de construir conocimiento bajo el rigor; etica y criterios disciplinares diferenciados. Es un grave error.";1;Si;"Esta politica no responde a los criterios nacionales e internacionales de las normas etica en la investigacion asociadas a confidencialidad; rigurosidad; metodologia de investigacion de naturalezas diferenciada en cada disciplina.";1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Esta politica no se articula con el sistema de publicaciones y con las instituciones universitarias;1;Si;"- Comprension del sistema de publicaciones internacional 
- Comprension del sistema universitario 
- Diferencias politicas de publicacion";1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"Los objetivos y tiempos establecidos dejan en evidencia desconocimiento de los procesos; requisitos y temporalidad de las publicaciones.";1;Si;"La propiedad intelectual   no responde a quien financia una investigacion; es una logica de mercado del conocimiento que contradice los importantes avances que se han desarrollado en una direccion contraria en el pais.";1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;La logica de rendicion de cuentas del conocimiento reduce a las y los investigadores en sus posibilidades de centrarse en la investigacion de calidad.;1;Si;"La confidencialidad de la investigacion no puede ser cuestionada por procesos fuera de la investigacion; esto contradice toda etica.";1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;No es la logica del conocimiento cientifico;1;Si;;;"Que la Politica de acceso abierto sea democratizar el conocimiento y no bajo la logica de la fiscalizacion sobre la investigacion. No incorpora ademas perspectiva de genero en los criterios y objetivos propuestos; no reconoce las diferencias disciplinares ni territoriales.";1
1619;Si;Hombre;56;ENTRE 51 Y 60;BIOQUIMICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"No debiera incluir resultados no publicados; ni aquellos que podrian estar relacionados con proteccion intelectual.";1;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;La reutilizacion de la informacion y los datos de investigacion solo debieran ser compartidos por el investigador en forma voluntaria;1;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;Me parece que no corresponde obligar a los investigadores a someterse a estas politicas.;1;Si;"Que estas obligaciones solo debieran ser parte de las tareas de la ANID y en menor parte de la respectiva Universidad; una vez publicado el articulo.";1;En desacuerdo;Muy en desacuerdo o desacuerdo;Solo debiera ser valido para articulos publicados.;1;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Estas politicas debieran ser aplicables solo sobre articulos publicados y no sobre datos de investigacion;1;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Estas politicas debieran ser revisadas y modificadas en direccion de actuar solo sobre articulos publicados por los investigadores;1;No;;;Debieran abordar solo aspectos relacionados solo con articulos publicados.;1
1620;Si;Hombre;40;ENTRE 31 Y 40;DERECHO;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Fondecyt deberia exigir que los resultados de sus investigaciones fueran publicados en revistas de acceso abierto y asi no despilfarrar recursos en pago a editoriales.;1;No;;;No sabe;NS_NR;;;No responde;;;No sabe;NS_NR;;;No responde;;;No sabe;NS_NR;;;No responde;;;;
1624;Si;Hombre;54;ENTRE 51 Y 60;ACUSTICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Considero que es justo que aquellos productos academicos; generados con la ayuda de recursos publicos; sean de libre acceso a la sociedad que los financia por medio de sus impuestos";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;No tengo nada mas que agregar;1;Si;Tesis de pregrado deberian incluirse tambien;1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;No me queda claro si la ruta dorada implicara costos que no puedan solventarse finalmente y hagan mas caro el proceso investigativo en un marco de restricciones presupuestarias;1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Hay puntos que no me quedan del todo claros. La pregunta es si podre volver a publicar en una revista cientifica sin pagar un APC y eso sera aceptable para la ANID;1;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;No podria dar una opinion sin saber que datos seran requeridos por la ANID para ser depositados;1;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Nuevamente me surgen dudas respecto a la operatividad de esto. Podre publicar solamente en editoriales que hayan llegado a acuerdo con la ANID?;1;No;;;;
1628;Si;Mujer;38;ENTRE 31 Y 40;CIENCIAS AMBIENTALES (ASPECTOS SOCIALES);CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;09. LA ARAUCANiA;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;La investigacion realizada con fondos publicos debe estar a disposicion de la sociedad de manera abierta.;1;Si;Deberia tambien garantizarse la transparencia de los datos de la investigacion financiada por otras agencias.;1;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;Es  la agencia de investigacion la que debe hacerse cargo de los costos.;1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Me parece que si los procedimientos no son claros y expeditos; solo incrementara la carga burocratica que ya representa publicar.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
1631;Si;Hombre;64;MAYOR DE 60;PATOLOGIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Primero: el texto es confuso y comienza con una larga introduccion que podria resumirse en dos parrafos
Segundo: La UNICA posibilidad de hacer un repositorio publico es que TODAS las publicaciones de los investigadores chilenos sean Open Access; pero ¿QUIEN PAGA LA PUBLICACIoN? ya que esto elevaria los costos; por publicacion; a valores astronomicos.
Tercero: Otros repositorios publicos como Researchgate han debido cambiar supolitica ya que las editoriales NO permiten que los articulos sean publicos y esten a disposicion de todos los investigadores; A MENOS QUE sean Open Access. 
Cuarto: Veo dificil la implementacion de este tipo de politicas que tienen muy buenas intenciones; PERO que seguramente carecen de recursos economicos suficientes; a menos que en lugar de otorgar 10 proyectos por grupo de estudio se otorguen dos; asi quedarian recursos para finnaciar las publicaciones; publicas de esos proyectos";1;Si;"FINANCIAMIENTO para ideas como esta. 
Existe?  Probablemente la respuesta es No!";1;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Ya lo expliqueanteriormente;;Si;Financiamiento;1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;No;;;No responde;NS_NR;;;No;;;;
1633;Si;Hombre;39;ENTRE 31 Y 40;PSICOLOGIA (INCLUYENDO LA RELACION HOMBRE-MAQUINA);CIENCIAS SOCIALES;Persona Natural;REINO UNIDO;EXTRANJERO;EXTRANJERO;EXTRANJERO;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"La politica se aliena con la tendencia mundial de open science; lo cual es valorable. No obstante; hay dos puntos que me parecen especialmente problematicos. Primero; ¿Por que es necesario condicionar que los productos y los datos sean depositados en un depositorio de ANID? Habiendo tantos depositarios disponibles; los cuales muchas veces son recomendados por los mismos journals; resulta antojadiza esta indicacion. Segundo; ¿ En que mejoraria la calidad de la ciencia nacional la subyugacion de los investigadores a esta politica como obligatoria para poder cerrar sus compromisos con ANID? Si bien me parece la iniciativa general es valorable; estos ultimos dos puntos carecen de todo fundamento en la propuesta. Es mas; estos podrian desincentivar a investigadores a optar a financimiento ANID; debido a la falta de plasticidad respecto al uso de datos e informacion de investigacion. Por ejemplo; en investigacion transcultural es a veces imposible transparentar las bases de datos locales; debido a compromisos locales o politicas internas fuera del alcance del investigador principal (suponiendo que este este ligado a ANID). Tambien puede ocurrir que la investigacion local es parte de un proyecto mas grande que este actualmente en ejecucion; por lo cual sea poco deseable transparentar la base de datos de la investigacion. Obviamente estas son limitaciones que superan la voluntad del investigador principal y que son atendibles. Desde este punto de vista; la actual propuesta peca de simplista y obliga al investigador a justificarse ante estos casos con el fin de poder cerrar sus compromisos con ANID. Al respecto; el documento señala: ""La  ANID  ponderara; a  su  vez;  esas  razones  y  podra  autorizar o  no  la exclusion por confidencialidad""; no estableciendo claramente los medios ni los tiempos en los cuales esta evaluacion se llevara a cabo. No parece razonable; en todo caso; tener que justifcarse antes circunstancias que estan fuera del alcance del investigador principal.";1;Si;Los mencionados en la respuesta anterior.;1;No sabe;NS_NR;"No encontre los ""obejtivos especificos"" en el documento. No se a que puntos se refiere la pregunta.";1;Si;"Tampoco puedo pronunciarme al respecto; debido a que los objetivos especificos no estan mencionados como tal en el documento.";1;En desacuerdo;Muy en desacuerdo o desacuerdo;"Me parece que se refiere a dos modalidades mas que a dos fases y que por tanto; el texto estaria mal redactado. Al menos; asi lo entiendo ya que no tendria sentido pagar AFC leugo de que el documento ya ha sido compartido en un sitio web o despositorio. Falta especificar y aclarar estos puntos.";1;Si;Lo mencionado en la pregunta anterior.;1;De acuerdo;Muy de acuerdo o de acuerdo;"Ok; aunque en el ultimo punto dan a entender que se trataria de una opcion lo de la AFC. Es decir; de una modalidad; mas que de una fase.";1;Si;Lo mencionado anteriormente.;1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"Eate punto es muy complejo y desde mi punto de vista; es altamente polemico ya que agrega a los investigadores una presion adicional; al tener que adaptarse a los tiempos de ANID; ademas de las complejidades propias de la investigacion y de las revistas de revision de pares. Esos tiempos en diversas disciplinas; suelen superar el año desde terminada la recoleccion de datos. Tres años me parece un margen mas viable.  

“El plazo para la publicacion de los datos en los repositorios abiertos no podra superar el año despues de rendido el informe final; aun cuando no se hayan publicado los respectivos articulos”";1;Si;Lo mencionado anteriormente.;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"Como expuse anteriormente; no le encuentro sentido a esta iniciativa. Es decir; a la creacion de un repositorio de produccion cientifica de la ANID.";1;No;;;"Mayor flexibilidad. La propuesta podria estar mejor redactada y ser mas clara en sus planteamientos; tiempos y modalidad de ejecucion.";1
1634;Si;Mujer;54;ENTRE 51 Y 60;GEOGRAFIA CULTURAL Y ECONOMICA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"de acuerdo; si son proyectos financiados por el Estado; deben servir para que la gente se informe y asi mejorar la cultura cientifica de la ciudadania.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Hay muchos datos que se pierden ya que quedan en encapsulados; estos podrian contribuir a contrastar otras investigaciones.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;de acuerdo en dar pasos operativos para llevar a cabo.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Se debe ampliar las indexaciones para los articulos de investigacion.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Cubre bastante bien todos los aspectos;1;No;;;Debieran considerar tambien el financiamiento para libros de interes cientifico y de divulgacion de la ciencia.;1
1642;Si;Hombre;38;ENTRE 31 Y 40;BIOLOGIA EVOLUTIVA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;10. LOS LAGOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"De acuerdo con la ruta verde; pero no queda claro cuales seran los criterios e indicadores que daran paso a una ""Ruta Dorada"".
En la ""Ruta Dorada"" tampoco se especifica quien se hara cargo de pagar el costo de Open Access. Si; paga el estado creo que el gasto publico aumentara bastante; y ese dinero podria enfocarse en aumentar los presupuestos para las muchas propuestas que quedan fuera de los fondos ya que el presupuesto no es suficiente.";1;Si;"1.incluir criterios e indicadores
2. incluir quien costeara un posible open access en la ruta dorada.";1;De acuerdo;Muy de acuerdo o de acuerdo;"En general me paece bien; aunque se debiera considerar preprint como una alternativa. 
Hay dos cosas diferentes; uno es el pagar por publicar y otro es hacerlo open access que generalmente es mas caro. A mi juicio no queda claro como se diferencia esto.";1;Si;"Se podria considerar (al menos no lo leo desde el documento); que las publicaciones sean enviados previo a su publicacion a un repositorio de PREPRINT (e.g. Bioarxiv). Asi se les asignara de incio un DOI y luego podra ser publicada sin perder una correcta identificacion y recuperacion de este; incluso en su version final.";1;De acuerdo;Muy de acuerdo o de acuerdo;"Hay repositorios disciplinarios que tiene un costo; e.g. https:__datadryad.org_stash. 
¿Quien costea algo asi? lo hace el autor o ANID. podria quedar claro.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"1. incentivar y subvencionar a investigadores de regiones a publicar en revistas de acceso abierto para descentralizar.
2. inclusion como criterio evaluable dentro de proximas subenciones ANID (e.g. fondecyt)";1
1643;Si;Hombre;61;MAYOR DE 60;BIOLOGIA MOLECULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Para los investigadores y estudiantes de postgrado sera muy dificil tener investigacion de continuidad si se hace obligatorio que los datos de resultados intermedios sean publicos y abiertos a toda la comunidad. Si debiera ser obligatorio que toda investigacion cientifica culmine con publicaciones de acceso publico; pero la obligatoriedad de datos de nivel intermedio como es el caso de los resultados de tesis puede quebrar la continuidad de muchas investigaciones de largo plazo.";1;Si;"No puede haber investigacion cientifica que no culmine con publicaciones cientificas; estos si debiera ser obligatorio para las ejecutadas con fondos del estado. Por ejemplo; existen mucha investigacion de corte particular definido por entidades del estado que raramente culminan con publicaciones cientificas porque no son obligatorias.
Ejemplos concretos; proyectos FIPA reciben fondos del estado y no tienen obligacion de publicar papers; con ello; los resultados terminan en informes que nunca ven la luz publica. De igual manera muchos proyectos CORFO; tampoco siguen la logica de difundir cientificamente y a traves de publicaciones; el conocimiento generado en dichos proyectos.";1;En desacuerdo;Muy en desacuerdo o desacuerdo;"Con la misma argumentacion anterior; los fondos del estado debieran obligar a la generacion de publicaciones cientificas; no a difundir masivamente el conocimiento de medio tiempo o resultados parciales porque iran en contra de la continuidad del trabajo de estudiantes e investigadores.
Que pasaria con datos y resultados de una tesis que pueden dar origen a proyectos de prendimiento cientifico tecnologico? Se pierde parte del derecho intelectual de una materia o estudio cientifico; va a coartar este principio del conocimiento y puede llevar a que en las tesis se entreguen datos muy generales que no muestren ningun dato relevante y con ellos hacer dificil su evaluacion para titulacion o graduacion.";1;Si;"la obligatoriedad de que se generen resultados publicables en revistas cientificas nacionales o internacionales; ese debiera ser el camino.";1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;No responde;;;En desacuerdo;Muy en desacuerdo o desacuerdo;Se inhibe el emprendimiento de base cientifico tecnico al obligar a publicar en base de datos resultados parciales factibles de usar en proyectos de emprendimiento de la misma ANID como por ejemplo los FONDEF-IDEA.;1;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"va contra la continuidad de investigaciones ya que obligaria a liberar datos relevantes de un proyecto que apoyan la continuidad de las lineas de investigacion ademas de sus aplicaciones por parte del mismo grupo. De quien sera entonces la propiedad intelectual del conocimiento generado; del grupo y personas que lo crearon o de la ANID?";1;No responde;;;En desacuerdo;Muy en desacuerdo o desacuerdo;argumentos ya entregados previamente;;No responde;;;;
1647;Si;Hombre;50;ENTRE 41 Y 50;BIOLOGIA MOLECULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;Si;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;Si;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;Si;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;Si;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;Si;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;Si;;;"El programa o politica de acceso abierto requiere; extensa difusion de la iniciativa; discusion de grupos de expertos con nombre y apellido. Incluyendo un comite; nombre o representante y quien firma el documento de acceso abierto. Se requiere una elaboracion del documento; mas detallada columnas; graficos; figuras etc.";1
1651;Si;Hombre;48;ENTRE 41 Y 50;BIOLOGIA MOLECULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"La produccion generada en tesis y proyectos puede incluir informacion sensible para la formulacion de nuevos proyectos de investigacion basica y aplicada o la proteccion de productos; lo cual no se puede asegurar haciendo publica la informacion mas alla de las publicaciones cientificas.";1;Si;"Cual sera el uso que se podra dar a la informacion declarada publica?; ademas Como se involucrara a los autores intelectuales en el uso de esta informacion?";1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"El escrutinio de los resultados obtenidos desde las investigaciones financiadas por la agencia; son realizados por pares cientificos editoriales en el caso de publicaciones o agencias de investigacion en el caso de proyectos.";1;Si;¿Como se incorporara a los autores intelectuales de los resultados en la reutilizacion de la informacion?;1;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"Las publicaciones en revistas cientificas corresponde al repositorio internacional de los resultados de investigacion. La creacion de un repositorio alternativo no tiene ningun sentido; menos el cobro por incluir las publicaciones en esto.";1;No responde;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;No tiene sentido crear repositorios paralelos a los ya existente universalmente para las publicaciones cientificas.;1;No responde;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"No podra asegurarse la confidencialidad de los resultados de investigacion; lo cual ira en perjuicio de las instituciones que albergan a los investigadores.";1;No responde;;;No sabe;NS_NR;;;No responde;;;No se considera la forma en que se incluira o vinculara al autor intelectual de los resultados en su posterior utilizacion publica.;1
1653;Si;Hombre;63;MAYOR DE 60;TECNOLOGIA DE LOS ALIMENTOS;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Considero justo que el conocimiento generado a traves de un financiamiento publico sea de acceso publico.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Estos objetivos reflejan muy bien las medidas que se deben implementar para lograr la meta de la Politica de Acceso Abierto;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es una medida muy prudente y razonable;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Es un compromiso necesario por parte de los investigadores;1;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"No veo la necesidad de elaborar un plan de gestion de datos que es ajeno al trabajo de investigacion; ademas de ser una recarga infructuosa. El compromiso de facilitar todos los resultados debe ser mas que suficiente. Las demas disposiciones son razonables.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;La funcion de esta Subdireccion es muy importante y necesaria.;1;No;;;Sin comentarios.;
1654;Si;Hombre;47;ENTRE 41 Y 50;PALEONTOLOGIA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Encuentro que cualquier investigacion financiada con fondos publicos debe estar accesible publicamente. Dicho esto; encuentro que las tesis deben estar protegido con un tiempo de embargo para mantener la novedad y dar posibilidad para publicacion formal. Esto no excluye; que si se pueden hacer publico los resumenes de estas.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Como mencionado anteriormente; no solamente hay que mirar el interes publico sino tambien el potencial interes de los tesistas en publicar sus resultados. Por lo tanto sugiero hacer publico los resumenes de tesis cuando estas se terminan; pero mantener las tesis completas bajo embargo por un periodo a definir. Encuentro pertinente 5 años.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Encuentro que la Ruta Dorada requiere de un instrumento adicional que permite publicar articulos adicionales a los originalmente pensadas en postular un proyecto. Si pienso en publicar tres articulos para ciertas revistas; voy a incluir los costos de acceso abierto respectivos en la propuesta. Si logro obtener datos y escribir un cuarto articulo ya no tendre fondos para su publicacion en modo acceso abierto. Sera necesario en pensar en mecanismos de concursar fondos adicionales.";1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Muy de acuerdo con la idea general; pero encuentro muy drastico a los plazos propuestos. Sobre todo dada la situacion que actualmente ni siquiera existe una herramienta para informar articulos que se publican despues del cierre de algun proyecto. Ademas; ¿que exactamente cuenta como fecha de publicacion de un articulo? ¿La version digital temprana; con o sin paginacion; la salida formal de un tomo?";1;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;"Encuentro que todavia esta muy enfocado en los deberes de los investigadores; sin adecuadamente definir los deberes y plazos para ANID. Es como la actual comunicacion; DonDe uno Debe cumplir plazos muy rigiDos mientras que CONICYT_ANID se toma todo el tiempo del mundo para responder.";1;No responde;;;;
1655;Si;Mujer;50;ENTRE 41 Y 50;BOTANICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Es necesario que el conocimiento cientifico sea de conocimiento publico; que salga de las instituciones y de los circulos academicos; sobretodo y fundamentalmente si son generados con recursos publicos";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"El sistema APC genera cierta discriminacion; en el sentido que no todos los investigadores tienen acceso al pago de los altisimos costos de algunas revistas; muchas de ellas dentro del grupo de la Q1-Q2; tan exigidas y evaluadas hoy en dia.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Seria necesario establecer una politica clara respecto de los datos que se dejan disponibles; muchos de ellos son fuente de otras preguntas y_o proyectos y pueden ser usados por otros sin la previa autorizacion";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
